date,council_area_2019,main_client_group,sector,percentage_occupancy,council_area,financial_year
2017-03-31,S12000030,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,79,Stirling,2016/17
2017-03-31,S12000033,Older People Aged 65 and Older,All Sectors,93,Aberdeen City,2016/17
2017-03-31,S12000033,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Aberdeen City,2016/17
2017-03-31,S12000033,Older People Aged 65 and Older,Private Sector,93,Aberdeen City,2016/17
2017-03-31,S12000033,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,97,Aberdeen City,2016/17
2017-03-31,S12000034,Older People Aged 65 and Older,All Sectors,89,Aberdeenshire,2016/17
2017-03-31,S12000034,Older People Aged 65 and Older,Local Authority/Health Board Sectors,88,Aberdeenshire,2016/17
2017-03-31,S12000034,Older People Aged 65 and Older,Private Sector,87,Aberdeenshire,2016/17
2017-03-31,S12000034,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,106,Aberdeenshire,2016/17
2017-03-31,S12000035,Older People Aged 65 and Older,All Sectors,90,Argyll and Bute,2016/17
2017-03-31,S12000035,Older People Aged 65 and Older,Local Authority/Health Board Sectors,98,Argyll and Bute,2016/17
2017-03-31,S12000035,Older People Aged 65 and Older,Private Sector,90,Argyll and Bute,2016/17
2017-03-31,S12000035,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,75,Argyll and Bute,2016/17
2017-03-31,S12000036,Older People Aged 65 and Older,All Sectors,89,City of Edinburgh,2016/17
2017-03-31,S12000036,Older People Aged 65 and Older,Local Authority/Health Board Sectors,86,City of Edinburgh,2016/17
2017-03-31,S12000036,Older People Aged 65 and Older,Private Sector,88,City of Edinburgh,2016/17
2017-03-31,S12000036,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,96,City of Edinburgh,2016/17
2017-03-31,S12000038,Older People Aged 65 and Older,All Sectors,88,Renfrewshire,2016/17
2017-03-31,S12000038,Older People Aged 65 and Older,Local Authority/Health Board Sectors,73,Renfrewshire,2016/17
2017-03-31,S12000038,Older People Aged 65 and Older,Private Sector,89,Renfrewshire,2016/17
2017-03-31,S12000038,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,96,Renfrewshire,2016/17
2017-03-31,S12000039,Older People Aged 65 and Older,All Sectors,89,West Dunbartonshire,2016/17
2017-03-31,S12000039,Older People Aged 65 and Older,Local Authority/Health Board Sectors,74,West Dunbartonshire,2016/17
2017-03-31,S12000039,Older People Aged 65 and Older,Private Sector,95,West Dunbartonshire,2016/17
2017-03-31,S12000039,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,West Dunbartonshire,2016/17
2017-03-31,S12000040,Older People Aged 65 and Older,All Sectors,94,West Lothian,2016/17
2017-03-31,S12000040,Older People Aged 65 and Older,Local Authority/Health Board Sectors,92,West Lothian,2016/17
2017-03-31,S12000040,Older People Aged 65 and Older,Private Sector,94,West Lothian,2016/17
2017-03-31,S12000040,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,West Lothian,2016/17
2017-03-31,S12000041,Older People Aged 65 and Older,All Sectors,90,Angus,2016/17
2017-03-31,S12000041,Older People Aged 65 and Older,Local Authority/Health Board Sectors,83,Angus,2016/17
2017-03-31,S12000041,Older People Aged 65 and Older,Private Sector,90,Angus,2016/17
2017-03-31,S12000041,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,Angus,2016/17
2017-03-31,S12000042,Older People Aged 65 and Older,All Sectors,88,Dundee City,2016/17
2017-03-31,S12000042,Older People Aged 65 and Older,Local Authority/Health Board Sectors,80,Dundee City,2016/17
2017-03-31,S12000042,Older People Aged 65 and Older,Private Sector,88,Dundee City,2016/17
2017-03-31,S12000042,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,94,Dundee City,2016/17
2017-03-31,S12000045,Older People Aged 65 and Older,All Sectors,91,East Dunbartonshire,2016/17
2017-03-31,S12000045,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,East Dunbartonshire,2016/17
2017-03-31,S12000047,Older People Aged 65 and Older,All Sectors,88,Fife,2016/17
2017-03-31,S12000047,Older People Aged 65 and Older,Local Authority/Health Board Sectors,84,Fife,2016/17
2017-03-31,S12000047,Older People Aged 65 and Older,Private Sector,88,Fife,2016/17
2017-03-31,S12000047,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,92,Fife,2016/17
2017-03-31,S12000048,Older People Aged 65 and Older,All Sectors,82,Perth and Kinross,2016/17
2017-03-31,S12000048,Older People Aged 65 and Older,Local Authority/Health Board Sectors,76,Perth and Kinross,2016/17
2017-03-31,S12000048,Older People Aged 65 and Older,Private Sector,82,Perth and Kinross,2016/17
2017-03-31,S12000048,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,Perth and Kinross,2016/17
2017-03-31,S12000049,Older People Aged 65 and Older,All Sectors,84,Glasgow City,2016/17
2017-03-31,S12000049,Older People Aged 65 and Older,Local Authority/Health Board Sectors,96,Glasgow City,2016/17
2017-03-31,S12000049,Older People Aged 65 and Older,Private Sector,81,Glasgow City,2016/17
2017-03-31,S12000049,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,91,Glasgow City,2016/17
2017-03-31,S12000050,Older People Aged 65 and Older,All Sectors,85,North Lanarkshire,2016/17
2017-03-31,S12000050,Older People Aged 65 and Older,Local Authority/Health Board Sectors,69,North Lanarkshire,2016/17
2017-03-31,S12000050,Older People Aged 65 and Older,Private Sector,85,North Lanarkshire,2016/17
2017-03-31,S12000050,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,90,North Lanarkshire,2016/17
2017-03-31,S92000003,Older People Aged 65 and Older,All Sectors,88,Scotland,2016/17
2017-03-31,S92000003,Older People Aged 65 and Older,Local Authority/Health Board Sectors,88,Scotland,2016/17
2017-03-31,S92000003,Older People Aged 65 and Older,Private Sector,87,Scotland,2016/17
2017-03-31,S92000003,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,92,Scotland,2016/17
2017-03-31,S12000005,Other Groups,All Sectors,0,Clackmannanshire,2016/17
2017-03-31,S12000006,Other Groups,All Sectors,0,Dumfries and Galloway,2016/17
2017-03-31,S12000008,Other Groups,All Sectors,0,East Ayrshire,2016/17
2017-03-31,S12000010,Other Groups,All Sectors,0,East Lothian,2016/17
2017-03-31,S12000011,Other Groups,All Sectors,0,East Renfrewshire,2016/17
2017-03-31,S12000013,Other Groups,All Sectors,0,Na h-Eileanan Siar,2016/17
2017-03-31,S12000014,Other Groups,All Sectors,0,Falkirk,2016/17
2017-03-31,S12000017,Other Groups,All Sectors,53,Highland,2016/17
2017-03-31,S12000018,Other Groups,All Sectors,0,Inverclyde,2016/17
2017-03-31,S12000019,Other Groups,All Sectors,0,Midlothian,2016/17
2017-03-31,S12000020,Other Groups,All Sectors,0,Moray,2016/17
2017-03-31,S12000021,Other Groups,All Sectors,0,North Ayrshire,2016/17
2017-03-31,S12000023,Other Groups,All Sectors,0,Orkney Islands,2016/17
2017-03-31,S12000026,Other Groups,All Sectors,0,Scottish Borders,2016/17
2017-03-31,S12000027,Other Groups,All Sectors,0,Shetland Islands,2016/17
2017-03-31,S12000028,Other Groups,All Sectors,0,South Ayrshire,2016/17
2017-03-31,S12000029,Other Groups,All Sectors,96,South Lanarkshire,2016/17
2017-03-31,S12000030,Other Groups,All Sectors,0,Stirling,2016/17
2017-03-31,S12000033,Other Groups,All Sectors,88,Aberdeen City,2016/17
2017-03-31,S12000034,Other Groups,All Sectors,0,Aberdeenshire,2016/17
2017-03-31,S12000035,Other Groups,All Sectors,0,Argyll and Bute,2016/17
2017-03-31,S12000036,Other Groups,All Sectors,75,City of Edinburgh,2016/17
2017-03-31,S12000038,Other Groups,All Sectors,0,Renfrewshire,2016/17
2017-03-31,S12000039,Other Groups,All Sectors,0,West Dunbartonshire,2016/17
2017-03-31,S12000040,Other Groups,All Sectors,0,West Lothian,2016/17
2017-03-31,S12000041,Other Groups,All Sectors,0,Angus,2016/17
2017-03-31,S12000042,Other Groups,All Sectors,0,Dundee City,2016/17
2017-03-31,S12000045,Other Groups,All Sectors,0,East Dunbartonshire,2016/17
2017-03-31,S12000047,Other Groups,All Sectors,0,Fife,2016/17
2017-03-31,S12000048,Other Groups,All Sectors,0,Perth and Kinross,2016/17
2017-03-31,S12000049,Other Groups,All Sectors,80,Glasgow City,2016/17
2017-03-31,S12000050,Other Groups,All Sectors,52,North Lanarkshire,2016/17
2017-03-31,S92000003,Other Groups,All Sectors,79,Scotland,2016/17
2017-03-31,S92000003,Other Groups,Local Authority/Health Board Sectors,0,Scotland,2016/17
2017-03-31,S92000003,Other Groups,Private Sector,78,Scotland,2016/17
2017-03-31,S92000003,Other Groups,Voluntary or Not for Profit Sector,79,Scotland,2016/17
2017-03-31,S12000005,Physical and Sensory Impairment,All Sectors,0,Clackmannanshire,2016/17
2017-03-31,S12000008,Physical and Sensory Impairment,All Sectors,100,East Ayrshire,2016/17
2017-03-31,S12000010,Physical and Sensory Impairment,All Sectors,100,East Lothian,2016/17
2017-03-31,S12000011,Physical and Sensory Impairment,All Sectors,0,East Renfrewshire,2016/17
2017-03-31,S12000013,Physical and Sensory Impairment,All Sectors,0,Na h-Eileanan Siar,2016/17
2017-03-31,S12000014,Physical and Sensory Impairment,All Sectors,0,Falkirk,2016/17
2017-03-31,S12000017,Physical and Sensory Impairment,All Sectors,100,Highland,2016/17
2017-03-31,S12000018,Physical and Sensory Impairment,All Sectors,90,Inverclyde,2016/17
2017-03-31,S12000019,Physical and Sensory Impairment,All Sectors,0,Midlothian,2016/17
2017-03-31,S12000021,Physical and Sensory Impairment,All Sectors,0,North Ayrshire,2016/17
2017-03-31,S12000023,Physical and Sensory Impairment,All Sectors,0,Orkney Islands,2016/17
2017-03-31,S12000026,Physical and Sensory Impairment,All Sectors,0,Scottish Borders,2016/17
2017-03-31,S12000027,Physical and Sensory Impairment,All Sectors,0,Shetland Islands,2016/17
2017-03-31,S12000028,Physical and Sensory Impairment,All Sectors,0,South Ayrshire,2016/17
2017-03-31,S12000029,Physical and Sensory Impairment,All Sectors,95,South Lanarkshire,2016/17
2017-03-31,S12000030,Physical and Sensory Impairment,All Sectors,94,Stirling,2016/17
2017-03-31,S12000033,Physical and Sensory Impairment,All Sectors,87,Aberdeen City,2016/17
2017-03-31,S12000034,Physical and Sensory Impairment,All Sectors,0,Aberdeenshire,2016/17
2017-03-31,S12000035,Physical and Sensory Impairment,All Sectors,0,Argyll and Bute,2016/17
2017-03-31,S12000036,Physical and Sensory Impairment,All Sectors,106,City of Edinburgh,2016/17
2017-03-31,S12000038,Physical and Sensory Impairment,All Sectors,85,Renfrewshire,2016/17
2017-03-31,S12000039,Physical and Sensory Impairment,All Sectors,0,West Dunbartonshire,2016/17
2017-03-31,S12000040,Physical and Sensory Impairment,All Sectors,110,West Lothian,2016/17
2017-03-31,S12000041,Physical and Sensory Impairment,All Sectors,0,Angus,2016/17
2017-03-31,S12000042,Physical and Sensory Impairment,All Sectors,50,Dundee City,2016/17
2017-03-31,S12000045,Physical and Sensory Impairment,All Sectors,95,East Dunbartonshire,2016/17
2017-03-31,S12000047,Physical and Sensory Impairment,All Sectors,88,Fife,2016/17
2017-03-31,S12000048,Physical and Sensory Impairment,All Sectors,97,Perth and Kinross,2016/17
2017-03-31,S12000049,Physical and Sensory Impairment,All Sectors,99,Glasgow City,2016/17
2017-03-31,S12000050,Physical and Sensory Impairment,All Sectors,100,North Lanarkshire,2016/17
2017-03-31,S92000003,Physical and Sensory Impairment,All Sectors,95,Scotland,2016/17
2017-03-31,S92000003,Physical and Sensory Impairment,Local Authority/Health Board Sectors,60,Scotland,2016/17
2017-03-31,S92000003,Physical and Sensory Impairment,Private Sector,90,Scotland,2016/17
2017-03-31,S92000003,Physical and Sensory Impairment,Voluntary or Not for Profit Sector,98,Scotland,2016/17
2018-03-31,S12000005,All Adults,All Sectors,90,Clackmannanshire,2017/18
2018-03-31,S12000005,All Adults,Local Authority/Health Board Sectors,81,Clackmannanshire,2017/18
2018-03-31,S12000005,All Adults,Private Sector,93,Clackmannanshire,2017/18
2018-03-31,S12000005,All Adults,Voluntary or Not for Profit Sector,87,Clackmannanshire,2017/18
2018-03-31,S12000006,All Adults,All Sectors,92,Dumfries and Galloway,2017/18
2018-03-31,S12000006,All Adults,Private Sector,91,Dumfries and Galloway,2017/18
2018-03-31,S12000008,All Adults,All Sectors,87,East Ayrshire,2017/18
2018-03-31,S12000008,All Adults,Private Sector,87,East Ayrshire,2017/18
2018-03-31,S12000008,All Adults,Voluntary or Not for Profit Sector,0,East Ayrshire,2017/18
2018-03-31,S12000010,All Adults,All Sectors,86,East Lothian,2017/18
2018-03-31,S12000010,All Adults,Local Authority/Health Board Sectors,93,East Lothian,2017/18
2018-03-31,S12000010,All Adults,Private Sector,82,East Lothian,2017/18
2018-03-31,S12000010,All Adults,Voluntary or Not for Profit Sector,98,East Lothian,2017/18
2018-03-31,S12000011,All Adults,All Sectors,86,East Renfrewshire,2017/18
2018-03-31,S12000011,All Adults,Local Authority/Health Board Sectors,76,East Renfrewshire,2017/18
2018-03-31,S12000011,All Adults,Private Sector,84,East Renfrewshire,2017/18
2018-03-31,S12000011,All Adults,Voluntary or Not for Profit Sector,96,East Renfrewshire,2017/18
2018-03-31,S12000013,All Adults,All Sectors,96,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,All Adults,Local Authority/Health Board Sectors,95,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,All Adults,Private Sector,98,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,All Adults,Voluntary or Not for Profit Sector,96,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,All Adults,All Sectors,90,Falkirk,2017/18
2018-03-31,S12000014,All Adults,Local Authority/Health Board Sectors,84,Falkirk,2017/18
2018-03-31,S12000014,All Adults,Private Sector,91,Falkirk,2017/18
2018-03-31,S12000014,All Adults,Voluntary or Not for Profit Sector,96,Falkirk,2017/18
2018-03-31,S12000017,All Adults,All Sectors,88,Highland,2017/18
2018-03-31,S12000017,All Adults,Local Authority/Health Board Sectors,93,Highland,2017/18
2018-03-31,S12000017,All Adults,Private Sector,89,Highland,2017/18
2018-03-31,S12000017,All Adults,Voluntary or Not for Profit Sector,82,Highland,2017/18
2018-03-31,S12000018,All Adults,All Sectors,90,Inverclyde,2017/18
2018-03-31,S12000018,All Adults,Private Sector,91,Inverclyde,2017/18
2018-03-31,S12000019,All Adults,All Sectors,93,Midlothian,2017/18
2018-03-31,S12000019,All Adults,Local Authority/Health Board Sectors,96,Midlothian,2017/18
2018-03-31,S12000019,All Adults,Private Sector,93,Midlothian,2017/18
2018-03-31,S12000019,All Adults,Voluntary or Not for Profit Sector,93,Midlothian,2017/18
2018-03-31,S12000020,All Adults,All Sectors,90,Moray,2017/18
2018-03-31,S12000020,All Adults,Local Authority/Health Board Sectors,0,Moray,2017/18
2018-03-31,S12000020,All Adults,Private Sector,92,Moray,2017/18
2018-03-31,S12000020,All Adults,Voluntary or Not for Profit Sector,80,Moray,2017/18
2018-03-31,S12000021,All Adults,All Sectors,86,North Ayrshire,2017/18
2018-03-31,S12000021,All Adults,Local Authority/Health Board Sectors,100,North Ayrshire,2017/18
2018-03-31,S12000021,All Adults,Private Sector,85,North Ayrshire,2017/18
2018-03-31,S12000021,All Adults,Voluntary or Not for Profit Sector,90,North Ayrshire,2017/18
2018-03-31,S12000023,All Adults,All Sectors,82,Orkney Islands,2017/18
2018-03-31,S12000023,All Adults,Local Authority/Health Board Sectors,82,Orkney Islands,2017/18
2018-03-31,S12000023,All Adults,Private Sector,0,Orkney Islands,2017/18
2018-03-31,S12000026,All Adults,All Sectors,83,Scottish Borders,2017/18
2018-03-31,S12000026,All Adults,Local Authority/Health Board Sectors,0,Scottish Borders,2017/18
2018-03-31,S12000026,All Adults,Private Sector,82,Scottish Borders,2017/18
2018-03-31,S12000026,All Adults,Voluntary or Not for Profit Sector,93,Scottish Borders,2017/18
2018-03-31,S12000027,All Adults,All Sectors,87,Shetland Islands,2017/18
2018-03-31,S12000027,All Adults,Local Authority/Health Board Sectors,85,Shetland Islands,2017/18
2018-03-31,S12000027,All Adults,Private Sector,0,Shetland Islands,2017/18
2018-03-31,S12000027,All Adults,Voluntary or Not for Profit Sector,100,Shetland Islands,2017/18
2018-03-31,S12000028,All Adults,All Sectors,85,South Ayrshire,2017/18
2018-03-31,S12000028,All Adults,Local Authority/Health Board Sectors,60,South Ayrshire,2017/18
2018-03-31,S12000028,All Adults,Private Sector,86,South Ayrshire,2017/18
2018-03-31,S12000028,All Adults,Voluntary or Not for Profit Sector,87,South Ayrshire,2017/18
2018-03-31,S12000029,All Adults,All Sectors,77,South Lanarkshire,2017/18
2018-03-31,S12000029,All Adults,Local Authority/Health Board Sectors,82,South Lanarkshire,2017/18
2018-03-31,S12000029,All Adults,Private Sector,75,South Lanarkshire,2017/18
2018-03-31,S12000029,All Adults,Voluntary or Not for Profit Sector,89,South Lanarkshire,2017/18
2018-03-31,S12000030,All Adults,All Sectors,87,Stirling,2017/18
2018-03-31,S12000030,All Adults,Local Authority/Health Board Sectors,79,Stirling,2017/18
2018-03-31,S12000030,All Adults,Private Sector,85,Stirling,2017/18
2018-03-31,S12000030,All Adults,Voluntary or Not for Profit Sector,95,Stirling,2017/18
2018-03-31,S12000033,All Adults,All Sectors,86,Aberdeen City,2017/18
2018-03-31,S12000033,All Adults,Local Authority/Health Board Sectors,0,Aberdeen City,2017/18
2018-03-31,S12000033,All Adults,Private Sector,84,Aberdeen City,2017/18
2018-03-31,S12000033,All Adults,Voluntary or Not for Profit Sector,91,Aberdeen City,2017/18
2018-03-31,S12000034,All Adults,All Sectors,88,Aberdeenshire,2017/18
2018-03-31,S12000034,All Adults,Local Authority/Health Board Sectors,88,Aberdeenshire,2017/18
2018-03-31,S12000034,All Adults,Private Sector,87,Aberdeenshire,2017/18
2018-03-31,S12000034,All Adults,Voluntary or Not for Profit Sector,96,Aberdeenshire,2017/18
2018-03-31,S12000035,All Adults,All Sectors,84,Argyll and Bute,2017/18
2018-03-31,S12000035,All Adults,Local Authority/Health Board Sectors,91,Argyll and Bute,2017/18
2018-03-31,S12000035,All Adults,Private Sector,84,Argyll and Bute,2017/18
2018-03-31,S12000035,All Adults,Voluntary or Not for Profit Sector,73,Argyll and Bute,2017/18
2018-03-31,S12000036,All Adults,All Sectors,88,City of Edinburgh,2017/18
2018-03-31,S12000036,All Adults,Local Authority/Health Board Sectors,84,City of Edinburgh,2017/18
2018-03-31,S12000036,All Adults,Private Sector,87,City of Edinburgh,2017/18
2018-03-31,S12000036,All Adults,Voluntary or Not for Profit Sector,95,City of Edinburgh,2017/18
2018-03-31,S12000038,All Adults,All Sectors,89,Renfrewshire,2017/18
2018-03-31,S12000038,All Adults,Local Authority/Health Board Sectors,75,Renfrewshire,2017/18
2018-03-31,S12000038,All Adults,Private Sector,89,Renfrewshire,2017/18
2018-03-31,S12000038,All Adults,Voluntary or Not for Profit Sector,96,Renfrewshire,2017/18
2018-03-31,S12000039,All Adults,All Sectors,77,West Dunbartonshire,2017/18
2018-03-31,S12000039,All Adults,Local Authority/Health Board Sectors,84,West Dunbartonshire,2017/18
2018-03-31,S12000039,All Adults,Private Sector,75,West Dunbartonshire,2017/18
2018-03-31,S12000039,All Adults,Voluntary or Not for Profit Sector,83,West Dunbartonshire,2017/18
2018-03-31,S12000040,All Adults,All Sectors,95,West Lothian,2017/18
2018-03-31,S12000040,All Adults,Local Authority/Health Board Sectors,95,West Lothian,2017/18
2018-03-31,S12000040,All Adults,Private Sector,95,West Lothian,2017/18
2018-03-31,S12000040,All Adults,Voluntary or Not for Profit Sector,97,West Lothian,2017/18
2018-03-31,S12000041,All Adults,All Sectors,92,Angus,2017/18
2018-03-31,S12000041,All Adults,Local Authority/Health Board Sectors,88,Angus,2017/18
2018-03-31,S12000041,All Adults,Private Sector,92,Angus,2017/18
2018-03-31,S12000041,All Adults,Voluntary or Not for Profit Sector,98,Angus,2017/18
2018-03-31,S12000042,All Adults,All Sectors,89,Dundee City,2017/18
2018-03-31,S12000042,All Adults,Local Authority/Health Board Sectors,95,Dundee City,2017/18
2018-03-31,S12000042,All Adults,Private Sector,88,Dundee City,2017/18
2018-03-31,S12000042,All Adults,Voluntary or Not for Profit Sector,92,Dundee City,2017/18
2018-03-31,S12000045,All Adults,All Sectors,77,East Dunbartonshire,2017/18
2018-03-31,S12000045,All Adults,Local Authority/Health Board Sectors,82,East Dunbartonshire,2017/18
2018-03-31,S12000045,All Adults,Private Sector,77,East Dunbartonshire,2017/18
2018-03-31,S12000045,All Adults,Voluntary or Not for Profit Sector,83,East Dunbartonshire,2017/18
2018-03-31,S12000047,All Adults,All Sectors,88,Fife,2017/18
2018-03-31,S12000047,All Adults,Local Authority/Health Board Sectors,92,Fife,2017/18
2018-03-31,S12000047,All Adults,Private Sector,87,Fife,2017/18
2018-03-31,S12000047,All Adults,Voluntary or Not for Profit Sector,90,Fife,2017/18
2018-03-31,S12000048,All Adults,All Sectors,88,Perth and Kinross,2017/18
2018-03-31,S12000048,All Adults,Local Authority/Health Board Sectors,81,Perth and Kinross,2017/18
2018-03-31,S12000048,All Adults,Private Sector,87,Perth and Kinross,2017/18
2018-03-31,S12000048,All Adults,Voluntary or Not for Profit Sector,96,Perth and Kinross,2017/18
2018-03-31,S12000049,All Adults,All Sectors,80,Glasgow City,2017/18
2018-03-31,S12000049,All Adults,Local Authority/Health Board Sectors,96,Glasgow City,2017/18
2018-03-31,S12000049,All Adults,Private Sector,75,Glasgow City,2017/18
2018-03-31,S12000049,All Adults,Voluntary or Not for Profit Sector,89,Glasgow City,2017/18
2018-03-31,S12000050,All Adults,All Sectors,84,North Lanarkshire,2017/18
2018-03-31,S12000050,All Adults,Local Authority/Health Board Sectors,74,North Lanarkshire,2017/18
2018-03-31,S12000050,All Adults,Private Sector,84,North Lanarkshire,2017/18
2018-03-31,S12000050,All Adults,Voluntary or Not for Profit Sector,98,North Lanarkshire,2017/18
2018-03-31,S92000003,All Adults,All Sectors,86,Scotland,2017/18
2018-03-31,S92000003,All Adults,Local Authority/Health Board Sectors,88,Scotland,2017/18
2018-03-31,S92000003,All Adults,Private Sector,85,Scotland,2017/18
2018-03-31,S92000003,All Adults,Voluntary or Not for Profit Sector,91,Scotland,2017/18
2018-03-31,S12000005,Learning Disabilities,All Sectors,84,Clackmannanshire,2017/18
2018-03-31,S12000006,Learning Disabilities,All Sectors,100,Dumfries and Galloway,2017/18
2018-03-31,S12000008,Learning Disabilities,All Sectors,100,East Ayrshire,2017/18
2018-03-31,S12000010,Learning Disabilities,All Sectors,100,East Lothian,2017/18
2018-03-31,S12000011,Learning Disabilities,All Sectors,100,East Renfrewshire,2017/18
2018-03-31,S12000013,Learning Disabilities,All Sectors,100,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,Learning Disabilities,All Sectors,85,Falkirk,2017/18
2018-03-31,S12000017,Learning Disabilities,All Sectors,91,Highland,2017/18
2018-03-31,S12000018,Learning Disabilities,All Sectors,91,Inverclyde,2017/18
2018-03-31,S12000019,Learning Disabilities,All Sectors,100,Midlothian,2017/18
2018-03-31,S12000020,Learning Disabilities,All Sectors,74,Moray,2017/18
2018-03-31,S12000021,Learning Disabilities,All Sectors,83,North Ayrshire,2017/18
2018-03-31,S12000026,Learning Disabilities,All Sectors,90,Scottish Borders,2017/18
2018-03-31,S12000028,Learning Disabilities,All Sectors,86,South Ayrshire,2017/18
2018-03-31,S12000029,Learning Disabilities,All Sectors,80,South Lanarkshire,2017/18
2018-03-31,S12000030,Learning Disabilities,All Sectors,94,Stirling,2017/18
2018-03-31,S12000033,Learning Disabilities,All Sectors,85,Aberdeen City,2017/18
2018-03-31,S12000034,Learning Disabilities,All Sectors,87,Aberdeenshire,2017/18
2018-03-31,S12000035,Learning Disabilities,All Sectors,100,Argyll and Bute,2017/18
2018-03-31,S12000036,Learning Disabilities,All Sectors,88,City of Edinburgh,2017/18
2018-03-31,S12000038,Learning Disabilities,All Sectors,100,Renfrewshire,2017/18
2018-03-31,S12000039,Learning Disabilities,All Sectors,100,West Dunbartonshire,2017/18
2018-03-31,S12000040,Learning Disabilities,All Sectors,94,West Lothian,2017/18
2018-03-31,S12000041,Learning Disabilities,All Sectors,88,Angus,2017/18
2018-03-31,S12000042,Learning Disabilities,All Sectors,100,Dundee City,2017/18
2018-03-31,S12000045,Learning Disabilities,All Sectors,90,East Dunbartonshire,2017/18
2018-03-31,S12000047,Learning Disabilities,All Sectors,89,Fife,2017/18
2018-03-31,S12000048,Learning Disabilities,All Sectors,97,Perth and Kinross,2017/18
2018-03-31,S12000049,Learning Disabilities,All Sectors,93,Glasgow City,2017/18
2018-03-31,S12000050,Learning Disabilities,All Sectors,89,North Lanarkshire,2017/18
2018-03-31,S92000003,Learning Disabilities,All Sectors,89,Scotland,2017/18
2018-03-31,S92000003,Learning Disabilities,Local Authority/Health Board Sectors,75,Scotland,2017/18
2018-03-31,S92000003,Learning Disabilities,Private Sector,90,Scotland,2017/18
2018-03-31,S92000003,Learning Disabilities,Voluntary or Not for Profit Sector,90,Scotland,2017/18
2018-03-31,S12000005,Mental Health Problems,All Sectors,96,Clackmannanshire,2017/18
2018-03-31,S12000006,Mental Health Problems,All Sectors,83,Dumfries and Galloway,2017/18
2018-03-31,S12000008,Mental Health Problems,All Sectors,25,East Ayrshire,2017/18
2018-03-31,S12000010,Mental Health Problems,All Sectors,0,East Lothian,2017/18
2018-03-31,S12000011,Mental Health Problems,All Sectors,0,East Renfrewshire,2017/18
2018-03-31,S12000013,Mental Health Problems,All Sectors,0,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,Mental Health Problems,All Sectors,100,Falkirk,2017/18
2018-03-31,S12000017,Mental Health Problems,All Sectors,97,Highland,2017/18
2018-03-31,S12000018,Mental Health Problems,All Sectors,100,Inverclyde,2017/18
2018-03-31,S12000019,Mental Health Problems,All Sectors,0,Midlothian,2017/18
2018-03-31,S12000020,Mental Health Problems,All Sectors,0,Moray,2017/18
2018-03-31,S12000021,Mental Health Problems,All Sectors,100,North Ayrshire,2017/18
2018-03-31,S12000023,Mental Health Problems,All Sectors,0,Orkney Islands,2017/18
2018-03-31,S12000026,Mental Health Problems,All Sectors,0,Scottish Borders,2017/18
2018-03-31,S12000027,Mental Health Problems,All Sectors,0,Shetland Islands,2017/18
2018-03-31,S12000028,Mental Health Problems,All Sectors,0,South Ayrshire,2017/18
2018-03-31,S12000029,Mental Health Problems,All Sectors,81,South Lanarkshire,2017/18
2018-03-31,S12000030,Mental Health Problems,All Sectors,97,Stirling,2017/18
2018-03-31,S12000033,Mental Health Problems,All Sectors,96,Aberdeen City,2017/18
2018-03-31,S12000034,Mental Health Problems,All Sectors,93,Aberdeenshire,2017/18
2018-03-31,S12000035,Mental Health Problems,All Sectors,0,Argyll and Bute,2017/18
2018-03-31,S12000036,Mental Health Problems,All Sectors,100,City of Edinburgh,2017/18
2018-03-31,S12000038,Mental Health Problems,All Sectors,0,Renfrewshire,2017/18
2018-03-31,S12000039,Mental Health Problems,All Sectors,0,West Dunbartonshire,2017/18
2018-03-31,S12000040,Mental Health Problems,All Sectors,0,West Lothian,2017/18
2018-03-31,S12000041,Mental Health Problems,All Sectors,0,Angus,2017/18
2018-03-31,S12000042,Mental Health Problems,All Sectors,0,Dundee City,2017/18
2018-03-31,S12000045,Mental Health Problems,All Sectors,32,East Dunbartonshire,2017/18
2018-03-31,S12000047,Mental Health Problems,All Sectors,97,Fife,2017/18
2018-03-31,S12000048,Mental Health Problems,All Sectors,0,Perth and Kinross,2017/18
2018-03-31,S12000049,Mental Health Problems,All Sectors,95,Glasgow City,2017/18
