Date,KeyStatistic,CA,CAQF,MainClientGroup,Sector,Unit,Value,ValueQF
20170331,Number of Male Long Stay Residents,S12000036,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000038,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000039,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000040,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000041,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000042,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000045,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000047,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000048,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000049,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000050,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S92000003,d,All Adults,All Sectors,Number,10993,
20170331,Number of Male Long Stay Residents,S92000003,,Learning Disabilities,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S92000003,,Mental Health Problems,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000005,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000006,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000008,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000010,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000011,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000013,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000014,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000017,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000018,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000019,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000020,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000021,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000023,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000026,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000027,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000028,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000029,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000030,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000033,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000034,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000035,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000036,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000038,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000039,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000040,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000041,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000042,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000045,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000047,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000048,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000049,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S12000050,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents,S92000003,d,Older People Aged 65 and Older,All Sectors,Number,9246,
20170331,Number of Male Long Stay Residents,S92000003,,Physical and Sensory Impairment,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000005,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000006,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000008,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000010,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000011,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000013,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000014,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000017,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000018,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000019,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000020,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000021,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000023,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000026,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000027,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000028,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000029,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000030,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000033,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000034,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000035,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000036,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000038,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000039,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000040,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000041,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000042,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000045,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000047,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000048,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000049,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000050,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S92000003,d,All Adults,All Sectors,Number,2069,
20170331,Number of Male Long Stay Residents Aged 18-64,S12000005,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000006,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000008,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000010,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000011,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000013,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000014,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000017,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000018,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000019,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000020,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000021,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000023,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000026,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000027,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000028,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000029,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000030,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000033,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000034,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000035,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000036,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000038,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000039,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000040,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000041,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000042,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000045,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000047,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000048,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000049,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S12000050,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 18-64,S92000003,d,Older People Aged 65 and Older,All Sectors,Number,675,
20170331,Number of Male Long Stay Residents Aged 65-74,S12000005,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000006,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000008,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000010,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000011,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000013,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000014,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000017,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000018,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000019,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000020,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000021,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000023,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000026,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000027,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000028,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000029,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000030,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000033,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000034,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000035,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000036,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000038,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000039,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000040,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000041,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000042,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000045,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000047,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000048,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000049,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000050,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S92000003,d,All Adults,All Sectors,Number,1790,
20170331,Number of Male Long Stay Residents Aged 65-74,S12000005,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000006,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000008,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000010,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000011,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000013,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000014,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000017,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000018,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000019,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000020,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000021,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000023,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000026,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000027,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000028,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000029,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000030,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000033,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000034,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000035,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000036,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000038,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000039,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000040,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000041,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000042,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000045,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000047,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000048,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000049,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S12000050,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 65-74,S92000003,d,Older People Aged 65 and Older,All Sectors,Number,1525,
20170331,Number of Male Long Stay Residents Aged 75-84,S12000005,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000006,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000008,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000010,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000011,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000013,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000014,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000017,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000018,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000019,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000020,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000021,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000023,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000026,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000027,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000028,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000029,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000030,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000033,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000034,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000035,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000036,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000038,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000039,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000040,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000041,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000042,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000045,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000047,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000048,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000049,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000050,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S92000003,d,All Adults,All Sectors,Number,3463,
20170331,Number of Male Long Stay Residents Aged 75-84,S12000005,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000006,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000008,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000010,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000011,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000013,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000014,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000017,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000018,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000019,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000020,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000021,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000023,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000026,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000027,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000028,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000029,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000030,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000033,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000034,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000035,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000036,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000038,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000039,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000040,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000041,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000042,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000045,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000047,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000048,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000049,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S12000050,,Older People Aged 65 and Older,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 75-84,S92000003,d,Older People Aged 65 and Older,All Sectors,Number,3391,
20170331,Number of Male Long Stay Residents Aged 85-94,S12000005,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000006,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000008,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000010,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000011,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000013,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000014,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000017,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000018,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000019,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000020,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000021,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000023,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000026,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000027,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000028,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000029,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000030,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000033,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000034,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000035,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000036,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000038,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000039,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000040,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000041,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000042,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000045,,All Adults,All Sectors,Number,,:
20170331,Number of Male Long Stay Residents Aged 85-94,S12000047,,All Adults,All Sectors,Number,,:
